m,d,a,psi,rho,mu,theta_H,level_sum,gdp,u_C,s_L
0.2,0.6,0.3,0.9,0.25,0.08,0.1,6,7.728504729991625,4.977377985238951,54.96982206205093
0.2,0.6,0.3,0.9,0.25,0.08,0.25,7,8.173211698536598,4.5575225199195595,54.94331376239073
0.2,0.6,0.3,0.9,0.25,0.08,0.5,8,8.451706188862618,4.274537345571342,54.92676065992761
0.2,0.6,0.3,0.9,0.25,0.04,0.1,7,7.303856608871517,5.745366049722358,54.995222374001685
0.2,0.6,0.3,0.9,0.25,0.04,0.25,8,7.686043937918252,5.407897535072131,54.97235798734309
0.2,0.6,0.3,0.9,0.25,0.04,0.5,9,7.93327138855342,5.167635010573694,54.9576046077244
0.2,0.6,0.3,0.9,0.0,0.17,0.1,6,10.115023730209739,4.867075595959097,52.92113294163916
0.2,0.6,0.3,0.9,0.0,0.17,0.25,7,10.72399151283494,4.2656233317842975,52.88402655474869
0.2,0.6,0.3,0.9,0.0,0.17,0.5,8,11.066858017942716,3.906681393950044,52.86321148738979
0.2,0.6,0.3,0.9,0.0,0.08,0.1,7,9.574188254243632,5.935422409843244,52.954235575354026
0.2,0.6,0.3,0.9,0.0,0.08,0.25,8,10.12262230373322,5.387203956687268,52.92066885334494
0.2,0.6,0.3,0.9,0.0,0.08,0.5,9,10.459273721373986,5.02414037824745,52.900135123152644
0.2,0.6,0.3,0.9,0.0,0.04,0.1,8,8.941225343003033,6.973245782873666,52.99315533809232
0.2,0.6,0.3,0.9,0.0,0.04,0.25,9,9.393854907054045,6.549317752943554,52.96530427991139
0.2,0.6,0.3,0.9,0.0,0.04,0.5,10,9.681780870746115,6.254509084631449,52.94763906863812
0.2,0.6,0.45,0.5,0.5,0.17,0.1,3,5.844020812337591,3.4307014369335906,58.43358453109997
0.2,0.6,0.45,0.5,0.5,0.17,0.25,4,6.093405778557903,3.226467558371924,58.41960764747319
0.2,0.6,0.45,0.5,0.5,0.17,0.5,5,6.244101043588346,3.1005110906769486,58.411175512759904
0.2,0.6,0.45,0.5,0.5,0.08,0.1,4,5.694208782861554,3.7965444996854036,58.44199438569291
0.2,0.6,0.45,0.5,0.5,0.08,0.25,5,5.971864234937607,3.570101829231811,58.42641597164783
0.2,0.6,0.45,0.5,0.5,0.08,0.5,6,6.15201883669938,3.416399404466486,58.41632674192682
0.2,0.6,0.45,0.5,0.5,0.04,0.1,5,5.525439894961615,4.165117177938047,58.45148065055359
0.2,0.6,0.45,0.5,0.5,0.04,0.25,6,5.7981145716802684,3.9590932490298076,58.43616044103411
0.2,0.6,0.45,0.5,0.5,0.04,0.5,7,5.98192431492055,3.8105878124620483,58.42585218781636
0.2,0.6,0.45,0.5,0.25,0.17,0.1,4,7.010749224322876,3.701855495601164,57.324297172083185
0.2,0.6,0.45,0.5,0.25,0.17,0.25,5,7.34520896532076,3.4142851482087386,57.30526807911763
0.2,0.6,0.45,0.5,0.25,0.17,0.5,6,7.543836851153052,3.2381839477859624,57.29399118088075
0.2,0.6,0.45,0.5,0.25,0.08,0.1,5,6.794729874335648,4.213395928141816,57.33661471054785
0.2,0.6,0.45,0.5,0.25,0.08,0.25,6,7.142369726704456,3.912512007172945,57.316802546090706
0.2,0.6,0.45,0.5,0.25,0.08,0.5,7,7.364927841049473,3.708036025385153,57.30414776051611
0.2,0.6,0.45,0.5,0.25,0.04,0.1,6,6.538599380823307,4.7296688642424245,57.3512471106087
0.2,0.6,0.45,0.5,0.25,0.04,0.25,7,6.858670599771299,4.472236464741083,57.33296655288144
0.2,0.6,0.45,0.5,0.25,0.04,0.5,8,7.0699641318992645,4.287185821416974,57.3209244285171
0.2,0.6,0.45,0.5,0.0,0.17,0.1,5,8.17618379265217,4.00448360262424,56.209244765497914
0.2,0.6,0.45,0.5,0.0,0.17,0.25,6,8.594207438377888,3.6291399029346763,56.18511042336885
0.2,0.6,0.45,0.5,0.0,0.17,0.5,7,8.83839297436717,3.400870703727093,56.17104933903521
0.2,0.6,0.45,0.5,0.0,0.08,0.1,6,7.879905737305504,4.670819471064276,56.22639865315777
0.2,0.6,0.45,0.5,0.0,0.08,0.25,7,8.290879375345362,4.297141903615679,56.2026149388622
0.2,0.6,0.45,0.5,0.0,0.08,0.5,8,8.550473815699533,4.044111102711015,56.18763162421908
0.2,0.6,0.45,0.5,0.0,0.04,0.1,7,7.524148367236028,5.337443608705375,56.247049706020825
0.2,0.6,0.45,0.5,0.0,0.04,0.25,8,7.884857726583894,5.031461356664994,56.22611161156406
0.2,0.6,0.45,0.5,0.0,0.04,0.5,9,8.119667336453062,4.812611873754031,56.21251384078738
0.2,0.6,0.45,0.75,0.5,0.17,0.1,4,6.549741012921162,3.5772884788838026,57.7714930134328
0.2,0.6,0.45,0.75,0.5,0.17,0.25,5,6.847323125390714,3.3266320552537136,57.75466461186184
0.2,0.6,0.45,0.75,0.5,0.17,0.5,6,7.0249314286841,3.173032433398279,57.74463991707493
0.2,0.6,0.45,0.75,0.5,0.08,0.1,5,6.3635043588343265,4.025423193301985,57.78204528614522
0.2,0.6,0.45,0.75,0.5,0.08,0.25,6,6.682066616668281,3.7562250356901394,57.76400497377077
0.2,0.6,0.45,0.75,0.5,0.08,0.5,7,6.886995621710357,3.5733979094799064,57.75242415025434
0.2,0.6,0.45,0.75,0.5,0.04,0.1,6,6.145172646234243,4.479782090622291,57.79443626772813
0.2,0.6,0.45,0.75,0.5,0.04,0.25,7,6.4463168509650615,4.24358159926504,57.77735113036555
0.2,0.6,0.45,0.75,0.5,0.04,0.5,8,6.646676897897219,4.0734943029997455,57.766006826540625
0.2,0.6,0.45,0.75,0.25,0.17,0.1,5,8.298680425746618,4.022969428556922,56.10019561330469
0.2,0.6,0.45,0.75,0.25,0.17,0.25,6,8.722059885287269,3.6417323020533425,56.07571937476435
0.2,0.6,0.45,0.75,0.25,0.17,0.5,7,8.968781231839685,3.4102848906567536,56.06149367344509
0.2,0.6,0.45,0.75,0.25,0.08,0.1,6,7.995264287261494,4.7014765418392,56.11778708248273
0.2,0.6,0.45,0.75,0.25,0.08,0.25,7,8.410631493670785,4.322468000638636,56.09371557910414
0.2,0.6,0.45,0.75,0.25,0.08,0.5,8,8.67265970725699,4.06602044182284,56.07857106300958
0.2,0.6,0.45,0.75,0.25,0.04,0.1,7,7.630129974380129,5.381087047412712,56.13901310278422
0.2,0.6,0.45,0.75,0.25,0.04,0.25,8,7.993987875847841,5.071157164761679,56.11786117573304
0.2,0.6,0.45,0.75,0.25,0.04,0.5,9,8.230702914010045,4.849531862721678,56.10413313991658
0.2,0.6,0.45,0.75,0.0,0.17,0.1,6,10.041460066362774,4.539642917494241,54.416312289169824
0.2,0.6,0.45,0.75,0.0,0.17,0.25,7,10.587669381765696,4.020071273563204,54.38405765228733
0.2,0.6,0.45,0.75,0.0,0.17,0.5,8,10.899005171768739,3.7078590594563803,54.36573376752557
0.2,0.6,0.45,0.75,0.0,0.08,0.1,7,9.592345689244297,5.461948637523154,54.442936266138695
0.2,0.6,0.45,0.75,0.0,0.08,0.25,8,10.096376660898088,4.975452093591332,54.41306316878946
0.2,0.6,0.45,0.75,0.0,0.08,0.5,9,10.408780097488002,4.650152133855234,54.39460631756064
0.2,0.6,0.45,0.75,0.0,0.04,0.1,8,9.059571720920356,6.367574015497299,54.474641216794915
0.2,0.6,0.45,0.75,0.0,0.04,0.25,9,9.481904451227784,5.985646553014763,54.44949766400674
0.2,0.6,0.45,0.75,0.0,0.04,0.5,10,9.752719769949426,5.716663278454472,54.43341840351628
0.2,0.6,0.45,0.9,0.5,0.17,0.1,5,6.973233839399984,3.670207742559765,57.37322457320013
0.2,0.6,0.45,0.9,0.5,0.17,0.25,6,7.299510769985296,3.3908940060520054,57.35467522370759
0.2,0.6,0.45,0.9,0.5,0.17,0.5,7,7.492933233907806,3.220288644295729,57.343701670302416
0.2,0.6,0.45,0.9,0.5,0.08,0.1,6,6.762651463477054,4.169616497145483,57.38522227404277
0.2,0.6,0.45,0.9,0.5,0.08,0.25,7,7.1044999761663785,3.8749847309818093,57.36575606711535
0.2,0.6,0.45,0.9,0.5,0.08,0.5,8,7.323316675244929,3.6749400048311816,57.35332371435935
0.2,0.6,0.45,0.9,0.5,0.04,0.1,7,6.512155067027581,4.6762669760415765,57.399520476460395
0.2,0.6,0.45,0.9,0.5,0.04,0.25,8,6.828833033563098,4.422567282421797,57.381449467356916
0.2,0.6,0.45,0.9,0.5,0.04,0.5,9,7.038177805751333,4.240028847859984,57.36952854603415
0.2,0.6,0.45,0.9,0.25,0.17,0.1,6,9.070299701848029,4.233182530297447,55.36246231414218
0.2,0.6,0.45,0.9,0.25,0.17,0.25,7,9.546308871591291,3.7937364635024484,55.334684367857314
0.2,0.6,0.45,0.9,0.25,0.17,0.5,8,9.820842357090376,3.528249339564735,55.318710725189156
0.2,0.6,0.45,0.9,0.25,0.08,0.1,7,8.707007581404191,5.01561896118617,55.383732557055396
0.2,0.6,0.45,0.9,0.25,0.08,0.25,8,9.16096820062764,4.590219811104347,55.357163271229595
0.2,0.6,0.45,0.9,0.25,0.08,0.5,9,9.445061153237688,4.303667989779638,55.340584095380116
0.2,0.6,0.45,0.9,0.25,0.04,0.1,8,8.27093788599238,5.793629051314111,55.4093444339846
0.2,0.6,0.45,0.9,0.25,0.04,0.25,9,8.66008363301891,5.452465888131837,55.38648432976105
0.2,0.6,0.45,0.9,0.25,0.04,0.5,10,8.911621176833528,5.209810131579934,55.37174523781216
0.2,0.6,0.45,0.9,0.0,0.17,0.1,7,11.155397150446444,4.898543721187232,53.33393054640019
0.2,0.6,0.45,0.9,0.0,0.17,0.25,8,11.777657906994188,4.289282762694107,53.2966994832196
0.2,0.6,0.45,0.9,0.0,0.17,0.5,9,12.127770377011293,3.9258484659325825,53.27582960782276
0.2,0.6,0.45,0.9,0.0,0.08,0.1,8,10.601073012140173,5.978799651321976,53.367247593000435
0.2,0.6,0.45,0.9,0.0,0.08,0.25,9,11.160110909338993,5.424860270612428,53.33364784230385
0.2,0.6,0.45,0.9,0.0,0.08,0.5,10,11.503034272737755,5.058323864138356,53.313108788011576
0.2,0.6,0.45,0.9,0.0,0.04,0.1,9,9.953287894371998,7.027027347069308,53.40636385631561
0.2,0.6,0.45,0.9,0.0,0.04,0.25,10,10.413942626770623,6.599269697077989,53.37852717774527
0.2,0.6,0.45,0.9,0.0,0.04,0.5,11,10.706786078993646,6.302129024184351,53.36088279668563
0.2,0.6,0.8,0.5,0.5,0.17,0.1,4,8.201017150324198,3.634120903394764,58.8375984021374
0.2,0.6,0.8,0.5,0.5,0.17,0.25,5,8.517724163485084,3.3707192943213533,58.82040804691924
0.2,0.6,0.8,0.5,0.5,0.17,0.5,6,8.709163756806614,3.207202558132776,58.81003785084682
0.2,0.6,0.8,0.5,0.5,0.08,0.1,5,8.006278776424569,4.094839957477304,58.84818991730461
0.2,0.6,0.8,0.5,0.5,0.08,0.25,6,8.339497309107013,3.8173466725111944,58.830076619378545
0.2,0.6,0.8,0.5,0.5,0.08,0.5,7,8.555016619892818,3.6280108076192445,58.81838670231906
0.2,0.6,0.8,0.5,0.5,0.04,0.1,6,7.78317099287853,4.551972200765806,58.86034453833584
0.2,0.6,0.8,0.5,0.5,0.04,0.25,7,8.094842485750164,4.311275188652106,58.84337104823176
0.2,0.6,0.8,0.5,0.5,0.04,0.5,8,8.30215888131869,4.1385293419205365,58.832103907079805
0.2,0.6,0.8,0.5,0.25,0.17,0.1,5,9.42110168517587,3.926397161562946,57.72581392558529
0.2,0.6,0.8,0.5,0.25,0.17,0.25,6,9.823966673238992,3.576457208233029,57.70361400609083
0.2,0.6,0.8,0.5,0.25,0.17,0.5,7,10.06240550230595,3.36158974715164,57.69050766906631
0.2,0.6,0.8,0.5,0.25,0.08,0.1,6,9.15080359766498,4.537833458776856,57.74074803552535
0.2,0.6,0.8,0.5,0.25,0.08,0.25,7,9.55062491272669,4.187372344377863,57.718668903511315
0.2,0.6,0.8,0.5,0.25,0.08,0.5,8,9.804939305149517,3.949288030158604,57.704660939513495
0.2,0.6,0.8,0.5,0.25,0.04,0.1,7,8.831491056858386,5.144073444542709,57.758431116984546
0.2,0.6,0.8,0.5,0.25,0.04,0.25,8,9.18584860671039,4.855021753241869,57.738809993223114
0.2,0.6,0.8,0.5,0.25,0.04,0.5,9,9.417265328230307,4.648426794961185,57.726025664979886
0.2,0.6,0.8,0.5,0.0,0.17,0.1,6,10.641277260273707,4.249867958912275,56.6080867897327
0.2,0.6,0.8,0.5,0.0,0.17,0.25,7,11.128788218260377,3.8096975488224367,56.580824689865985
0.2,0.6,0.8,0.5,0.0,0.17,0.5,8,11.41204952262036,3.5419543972141816,56.56503148513246
0.2,0.6,0.8,0.5,0.0,0.08,0.1,7,10.281678152099595,5.019258212356767,56.62826199291585
0.2,0.6,0.8,0.5,0.0,0.08,0.25,8,10.743131888443337,4.597129424839874,56.60238248044269
0.2,0.6,0.8,0.5,0.0,0.08,0.5,9,11.032581961243594,4.312245599646562,56.58619650995958
0.2,0.6,0.8,0.5,0.0,0.04,0.1,8,9.855156002315702,5.776049823770411,56.65226512940791
0.2,0.6,0.8,0.5,0.0,0.04,0.25,9,10.248738833784742,5.439718853029576,56.63011286167941
0.2,0.6,0.8,0.5,0.0,0.04,0.5,10,10.502887932296744,5.2007852786567765,56.615844420448546
0.2,0.6,0.8,0.75,0.5,0.17,0.1,5,8.65295443148928,3.6845355267110818,58.45756729031096
0.2,0.6,0.8,0.75,0.5,0.17,0.25,6,8.988139902902748,3.403050211448725,58.439283591328326
0.2,0.6,0.8,0.75,0.5,0.17,0.5,7,9.188181956703122,3.2300580292603494,58.428394649494166
0.2,0.6,0.8,0.75,0.5,0.08,0.1,6,8.439593887195528,4.182342065587255,58.469230880192
0.2,0.6,0.8,0.75,0.5,0.08,0.25,7,8.789113911637392,3.8871945212446057,58.45013423949066
0.2,0.6,0.8,0.75,0.5,0.08,0.5,8,9.01347118894369,3.6864778614156672,58.437903779931965
0.2,0.6,0.8,0.75,0.5,0.04,0.1,7,8.188913700233913,4.6825611218268115,58.48295974831389
0.2,0.6,0.8,0.75,0.5,0.04,0.25,8,8.512061492466593,4.429036008649668,58.465267154319775
0.2,0.6,0.8,0.75,0.5,0.04,0.5,9,8.725773794257275,4.246969403221548,58.453591032721306
0.2,0.6,0.8,0.75,0.25,0.17,0.1,6,10.485111618465348,4.14674695134119,56.784462773807675
0.2,0.6,0.8,0.75,0.25,0.17,0.25,7,10.948614451452809,3.7323326850997067,56.75860977038969
0.2,0.6,0.8,0.75,0.25,0.17,0.5,8,11.218069648681128,3.480691925731969,56.74362277069643
0.2,0.6,0.8,0.75,0.25,0.08,0.1,7,10.146133399689571,4.8781180983332195,56.80342903263891
0.2,0.6,0.8,0.75,0.25,0.08,0.25,8,10.59212710534576,4.473833989682677,56.77848548089626
0.2,0.6,0.8,0.75,0.25,0.08,0.5,9,10.872514712903003,4.200766223411583,56.76284805960894
0.2,0.6,0.8,0.75,0.25,0.04,0.1,8,9.740744427898495,5.604404233040003,56.82617686192864
0.2,0.6,0.8,0.75,0.25,0.04,0.25,9,10.125752979783043,5.27830616682929,56.80457093651206
0.2,0.6,0.8,0.75,0.25,0.04,0.5,10,10.375203687886136,5.0459778410677725,56.790606790355056
0.2,0.6,0.8,0.75,0.0,0.17,0.1,7,12.314801433706958,4.679782010168027,55.09828287194849
0.2,0.6,0.8,0.75,0.0,0.17,0.25,8,12.903919312515155,4.125309207697665,55.064712518862294
0.2,0.6,0.8,0.75,0.0,0.17,0.5,9,13.238645026132323,3.792528023337735,55.045705307856295
0.2,0.6,0.8,0.75,0.0,0.08,0.1,8,11.821647209278607,5.656668950175168,55.12650107646244
0.2,0.6,0.8,0.75,0.0,0.08,0.25,9,12.35763656339861,5.145079277011599,55.09583686871126
0.2,0.6,0.8,0.75,0.0,0.08,0.5,10,12.688736694235402,4.804081267276502,55.076957064218355
0.2,0.6,0.8,0.75,0.0,0.04,0.1,9,11.241237270476546,6.609174062352338,55.159849013488326
0.2,0.6,0.8,0.75,0.0,0.04,0.25,10,11.686098902358722,6.211177216871584,55.13427581577276
0.2,0.6,0.8,0.75,0.0,0.04,0.5,11,11.970439277304168,5.932154415700499,55.11797600047481
0.2,0.6,0.8,0.9,0.5,0.17,0.1,6,8.92454848489701,3.7157387650289633,58.229181352363646
0.2,0.6,0.8,0.9,0.5,0.17,0.25,7,9.270810969858513,3.423226190560215,58.2102377006963
0.2,0.6,0.8,0.9,0.5,0.17,0.5,8,9.476043963201564,3.2444147123847475,58.199033895311445
0.2,0.6,0.8,0.9,0.5,0.08,0.1,7,8.699246273698957,4.236374405576895,58.24153513464905
0.2,0.6,0.8,0.9,0.5,0.08,0.25,8,9.058426589741275,3.9305382712725483,58.22185091170814
0.2,0.6,0.8,0.9,0.5,0.08,0.5,9,9.288097678282359,3.7228888064206678,58.20929331248259
0.2,0.6,0.8,0.9,0.5,0.04,0.1,8,8.431237736948605,4.762761198561788,58.256259207257536
0.2,0.6,0.8,0.9,0.5,0.04,0.25,9,8.761221564607101,4.501368016796852,58.23813471568202
0.2,0.6,0.8,0.9,0.5,0.04,0.5,10,8.978869613816599,4.313575430735417,58.22620609072898
0.2,0.6,0.8,0.9,0.25,0.17,0.1,7,11.124130580879887,4.287753376601016,56.217597607805615
0.2,0.6,0.8,0.9,0.25,0.17,0.25,8,11.623832297311765,3.83362395111271,56.1895259176034
0.2,0.6,0.8,0.9,0.25,0.17,0.5,9,11.911673040696623,3.559399203673568,56.17340477594256
0.2,0.6,0.8,0.9,0.25,0.08,0.1,8,10.73961036576665,5.093328016165852,56.23927251769416
0.2,0.6,0.8,0.9,0.25,0.08,0.25,9,11.212884279328561,4.656597812487668,56.21260380921471
0.2,0.6,0.8,0.9,0.25,0.08,0.5,10,11.508632380215932,4.362793005436671,56.195987923053224
0.2,0.6,0.8,0.9,0.25,0.04,0.1,9,10.279332158545884,5.892038891030679,56.26530279739082
0.2,0.6,0.8,0.9,0.25,0.04,0.25,10,10.683034230033783,5.543277795701993,56.24246708390067
0.2,0.6,0.8,0.9,0.25,0.04,0.5,11,10.943594730847916,5.29570295811325,56.22776616212175
0.2,0.6,0.8,0.9,0.0,0.17,0.1,8,13.31772948219021,4.962312678070771,54.18745021975353
0.2,0.6,0.8,0.9,0.0,0.17,0.25,9,13.967744052348241,4.33713433997518,54.15000068192146
0.2,0.6,0.8,0.9,0.0,0.17,0.5,10,14.332920523344228,3.964612292501488,54.12904187706702
0.2,0.6,0.8,0.9,0.0,0.08,0.1,9,12.734909309868625,6.066983864757842,54.221185352642195
0.2,0.6,0.8,0.9,0.0,0.08,0.25,10,13.316147915132582,5.501312255300376,54.18754156348772
0.2,0.6,0.8,0.9,0.0,0.08,0.5,11,13.672184765807295,5.127684129850321,54.16700609363269
0.2,0.6,0.8,0.9,0.0,0.04,0.1,10,12.055785863686186,7.1367082621292095,54.260683869599426
0.2,0.6,0.8,0.9,0.0,0.04,0.25,11,12.533286154325873,6.701041814350847,54.232890627433086
0.2,0.6,0.8,0.9,0.0,0.04,0.5,12,12.836452701186452,6.399091553535443,54.21529702239594
0.3,0.2,0.3,0.5,0.5,0.17,0.1,1,2.37479200154449,3.009768053848518,59.12027957218594
0.3,0.2,0.3,0.5,0.5,0.17,0.25,2,2.4648183730936024,2.94274292652917,59.11514596098697
0.3,0.2,0.3,0.5,0.5,0.17,0.5,3,2.5195693268110997,2.9017700813274,59.11202576486502
0.3,0.2,0.3,0.5,0.5,0.08,0.1,2,2.3127054528888857,3.145761583540326,59.12382221420476
0.3,0.2,0.3,0.5,0.5,0.08,0.25,3,2.438466673741546,3.056510551171477,59.116648224559086
0.3,0.2,0.3,0.5,0.5,0.08,0.5,4,2.518297340841791,2.998860435610477,59.11209823772617
0.3,0.2,0.3,0.5,0.5,0.04,0.1,3,2.2616967913228203,3.272578373972924,59.126734134020545
0.3,0.2,0.3,0.5,0.5,0.04,0.25,4,2.4077493546651008,3.177962763836933,59.11839978251759
0.3,0.2,0.3,0.5,0.5,0.04,0.5,5,2.506616577053866,3.111817674218246,59.112763798701586
0.3,0.2,0.3,0.5,0.25,0.17,0.1,2,2.9497207363770483,3.0966703779088545,58.56953826226695
0.3,0.2,0.3,0.5,0.25,0.17,0.25,3,3.075478125725928,3.000613668202556,58.56231218127416
0.3,0.2,0.3,0.5,0.25,0.17,0.5,4,3.152052965731311,2.9416136433846507,58.557915854328144
0.3,0.2,0.3,0.5,0.25,0.08,0.1,3,2.8741236833940365,3.2803982511905554,58.573885747759256
0.3,0.2,0.3,0.5,0.25,0.08,0.25,4,3.038029532458153,3.1592135514073534,58.56446320527543
0.3,0.2,0.3,0.5,0.25,0.08,0.5,5,3.143218485015753,3.079435157111204,58.55842291816785
0.3,0.2,0.3,0.5,0.25,0.04,0.1,4,2.8019388675038837,3.4621161270051077,58.578039556551765
0.3,0.2,0.3,0.5,0.25,0.04,0.25,5,2.984776874458883,3.3379195028782718,58.5675231592139
0.3,0.2,0.3,0.5,0.25,0.04,0.5,6,3.109255163015634,3.2494745175203024,58.560372623656
0.3,0.2,0.3,0.5,0.0,0.17,0.1,3,3.5250809643499137,3.189513697241349,58.01729205093296
0.3,0.2,0.3,0.5,0.0,0.17,0.25,4,3.6864237115513676,3.0632022218443886,58.0079512012455
0.3,0.2,0.3,0.5,0.0,0.17,0.5,5,3.784601382279007,2.9853824649509515,58.00227335427364
0.3,0.2,0.3,0.5,0.0,0.08,0.1,4,3.43251779606335,3.4250079709166847,58.022656578959385
0.3,0.2,0.3,0.5,0.0,0.08,0.25,5,3.6323269179270534,3.271770753890313,58.01108171620088
0.3,0.2,0.3,0.5,0.0,0.08,0.5,6,3.7612253107722315,3.169584951449282,58.003624830075
0.3,0.2,0.3,0.5,0.0,0.04,0.1,5,3.334056245631789,3.6654093554952936,58.02836746814586
0.3,0.2,0.3,0.5,0.0,0.04,0.25,6,3.5485590062895422,3.5136325628543816,58.01593202717184
0.3,0.2,0.3,0.5,0.0,0.04,0.5,7,3.694331969323361,3.404498519921828,58.00749367738211
0.3,0.2,0.3,0.75,0.5,0.17,0.1,2,2.7870890217328137,3.0746391001582376,58.72325659740745
0.3,0.2,0.3,0.75,0.5,0.17,0.25,3,2.9037559392638412,2.986058238618438,58.71656691685706
0.3,0.2,0.3,0.75,0.5,0.17,0.5,4,2.9749191290671106,2.9316054781647525,58.71248961123747
0.3,0.2,0.3,0.75,0.5,0.08,0.1,3,2.7151662836312207,3.2457489273788047,58.72738389045169
0.3,0.2,0.3,0.75,0.5,0.08,0.25,4,2.8694207930077376,3.1327965310836126,58.71853501862958
0.3,0.2,0.3,0.75,0.5,0.08,0.5,5,2.968313663035782,3.058671895306863,58.71286797070017
0.3,0.2,0.3,0.75,0.5,0.04,0.1,4,2.6490022864185114,3.4126357716350557,58.73118290575936
0.3,0.2,0.3,0.75,0.5,0.04,0.25,5,2.822697989621048,3.2959344493847658,58.721214089561435
0.3,0.2,0.3,0.75,0.5,0.04,0.5,6,2.9409822954685305,3.213094516445194,58.714433725848394
0.3,0.2,0.3,0.75,0.25,0.17,0.1,3,3.6500226159203786,3.213833741230833,57.894959067163356
0.3,0.2,0.3,0.75,0.25,0.17,0.25,4,3.8200757817557607,3.0798827453225144,57.88509749381543
0.3,0.2,0.3,0.75,0.25,0.17,0.5,5,3.92361869875244,2.997228099620249,57.879099703765505
0.3,0.2,0.3,0.75,0.25,0.08,0.1,4,3.5527680416868934,3.462457555476703,57.900605203979794
0.3,0.2,0.3,0.75,0.25,0.08,0.25,5,3.7609242632052897,3.3014537972143403,57.88852618512288
0.3,0.2,0.3,0.75,0.25,0.08,0.5,6,3.8953863758935725,3.193762986409046,57.88073457113503
0.3,0.2,0.3,0.75,0.25,0.04,0.1,5,3.4474174504818045,3.717170140554995,57.90672648775127
0.3,0.2,0.3,0.75,0.25,0.04,0.25,6,3.6688015169243693,3.559063029502666,57.89386937681061
0.3,0.2,0.3,0.75,0.25,0.04,0.5,7,3.819133622768467,3.445199426815584,57.885152092514815
0.3,0.2,0.3,0.75,0.0,0.17,0.1,4,4.513541433145352,3.3668279831134127,57.06332375899841
0.3,0.2,0.3,0.75,0.0,0.17,0.25,5,4.736618041477203,3.184905494157206,57.05024354284197
0.3,0.2,0.3,0.75,0.0,0.17,0.5,6,4.8718502180056245,3.0724788102930614,57.04232575313011
0.3,0.2,0.3,0.75,0.0,0.08,0.1,5,4.383366428679847,3.701004173548464,57.07096770064091
0.3,0.2,0.3,0.75,0.0,0.08,0.25,6,4.640833018536328,3.492165405162599,57.055857020625886
0.3,0.2,0.3,0.75,0.0,0.08,0.5,7,4.807122091749161,3.35102138601115,57.04611446635156
0.3,0.2,0.3,0.75,0.0,0.04,0.1,6,4.228972128997355,4.04971515053629,57.0800444112143
0.3,0.2,0.3,0.75,0.0,0.04,0.25,7,4.489063486372813,3.854045489439827,57.064760493103336
0.3,0.2,0.3,0.75,0.0,0.04,0.5,8,4.6638201664714,3.7125999674618706,57.05450945812003
0.3,0.2,0.3,0.9,0.5,0.17,0.1,3,3.0345468876535664,3.115114676196439,58.48466835676067
0.3,0.2,0.3,0.9,0.5,0.17,0.25,4,3.167168254021724,3.0132667745511172,58.47703875876351
0.3,0.2,0.3,0.9,0.5,0.17,0.5,5,3.2481178624910845,2.950515200387183,58.472385925135995
0.3,0.2,0.3,0.9,0.5,0.08,0.1,4,2.955838194488014,3.308364735463255,58.4892003842425
0.3,0.2,0.3,0.9,0.5,0.08,0.25,5,3.126583051433407,3.181149016107676,58.47937269893176
0.3,0.2,0.3,0.9,0.5,0.08,0.5,6,3.2364900941230346,3.0970403938239013,58.473054075378684
0.3,0.2,0.3,0.9,0.5,0.04,0.1,5,2.8792106025640196,3.500347395716038,58.493615436307
0.3,0.2,0.3,0.9,0.5,0.04,0.25,6,3.068112306239268,3.37092338877453,58.48273657061394
0.3,0.2,0.3,0.9,0.5,0.04,0.5,7,3.196870738194324,3.2784856666691975,58.47533115162993
0.3,0.2,0.3,0.9,0.25,0.17,0.1,4,4.070344397074899,3.288644224563807,57.48915207932686
0.3,0.2,0.3,0.9,0.25,0.17,0.25,5,4.266860731782884,3.13108970000474,57.47769372634822
0.3,0.2,0.3,0.9,0.25,0.17,0.5,6,4.386347030939874,3.033726011824557,57.470735839084156
0.3,0.2,0.3,0.9,0.25,0.08,0.1,5,3.9576482530893964,3.578845656466246,57.4957314663472
0.3,0.2,0.3,0.9,0.25,0.08,0.25,6,4.190817327430585,3.394022998062297,57.48212542079507
0.3,0.2,0.3,0.9,0.25,0.08,0.5,7,4.341590475734303,3.269614510197764,57.47334128821667
0.3,0.2,0.3,0.9,0.25,0.04,0.1,6,3.829199352610413,3.8793958744102235,57.5032379845493
0.3,0.2,0.3,0.9,0.25,0.04,0.25,7,4.070682669313941,3.702258273991247,57.48913233963013
0.3,0.2,0.3,0.9,0.25,0.04,0.5,8,4.2338792014640525,3.5743491682632076,57.479615499662515
0.3,0.2,0.3,0.9,0.0,0.17,0.1,5,5.1065416193176505,3.4824523818099236,56.48887778902597
0.3,0.2,0.3,0.9,0.0,0.17,0.25,6,5.366512930202694,3.2655158624430607,56.473519670451246
0.3,0.2,0.3,0.9,0.0,0.17,0.5,7,5.52342083565267,3.131462157384255,56.464265857375594
0.3,0.2,0.3,0.9,0.0,0.08,0.1,6,4.949193582658906,3.880217749991098,56.49818913861877
0.3,0.2,0.3,0.9,0.0,0.08,0.25,7,5.238736363142915,3.6383222653924663,56.48106416140841
0.3,0.2,0.3,0.9,0.0,0.08,0.5,8,5.425182262015182,3.4742540629778476,56.470058201575426
0.3,0.2,0.3,0.9,0.0,0.04,0.1,7,4.755838280492686,4.296603940552994,56.509647682840736
